"No.","Time","Source","Destination","Protocol","Length","Info"
"186","4.703107","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=117020 Win=262144 Len=0"
"187","4.704450","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=117800 Win=261120 Len=0"
"188","4.898289","47.241.19.44","10.12.19.101","TLSv1.2","1442","Application Data [TCP segment of a reassembled PDU]"
"189","4.898298","47.241.19.44","10.12.19.101","TCP","1418","443  >  49738 [PSH, ACK] Seq=119188 Ack=852 Win=58880 Len=1364 [TCP segment of a reassembled PDU]"
"190","4.898518","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=120552 Win=262144 Len=0"
"191","4.898733","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=120552 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"192","4.898971","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=121940 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"193","4.899067","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=123328 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"194","4.899154","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=124716 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"195","4.899366","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=126104 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"196","4.899757","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=127492 Win=262144 Len=0"
"197","4.901140","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=127492 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"198","4.901267","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=128880 Win=262144 Len=0"
"199","4.901505","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=128880 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"200","4.901722","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=130268 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"201","4.901796","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=131656 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"202","4.902014","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=133044 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"203","4.902256","47.241.19.44","10.12.19.101","TLSv1.2","1442","Application Data [TCP segment of a reassembled PDU]"
"204","4.902350","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=134432 Win=262144 Len=0"
"205","4.903615","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=135820 Win=262144 Len=0"
"206","4.924533","47.241.19.44","10.12.19.101","TCP","858","443  >  49738 [PSH, ACK] Seq=135820 Ack=852 Win=58880 Len=804 [TCP segment of a reassembled PDU]"
"207","4.924724","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=136624 Win=261120 Len=0"
"208","5.093010","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=136624 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"209","5.093101","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=138012 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"210","5.093200","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=138012 Win=262144 Len=0"
"211","5.093285","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=139400 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"212","5.094432","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=140788 Win=262144 Len=0"
"213","5.095914","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=140788 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"214","5.096078","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=142176 Win=262144 Len=0"
"215","5.096291","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=142176 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"216","5.096469","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=143564 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"217","5.096556","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=144952 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"218","5.096787","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=146340 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"219","5.096935","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=147728 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"220","5.097234","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=149116 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"221","5.097240","47.241.19.44","10.12.19.101","TLSv1.2","1442","Application Data [TCP segment of a reassembled PDU]"
"222","5.097286","47.241.19.44","10.12.19.101","TCP","498","443  >  49738 [PSH, ACK] Seq=151892 Ack=852 Win=58880 Len=444 [TCP segment of a reassembled PDU]"
"223","5.097363","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=151892 Win=262144 Len=0"
"224","5.097512","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=152336 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"225","5.097635","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=153724 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"226","5.097871","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=155112 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"227","5.098381","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=156500 Win=262144 Len=0"
"228","5.119946","47.241.19.44","10.12.19.101","TCP","450","443  >  49738 [PSH, ACK] Seq=156500 Ack=852 Win=58880 Len=396 [TCP segment of a reassembled PDU]"
"229","5.120171","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=156896 Win=261632 Len=0"
"230","5.291827","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=156896 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"231","5.291922","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=158284 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"232","5.292135","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=158284 Win=262144 Len=0"
"233","5.292182","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=159672 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"234","5.292190","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=161060 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"235","5.293111","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=162448 Win=262144 Len=0"
"236","5.300755","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=162448 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"237","5.301044","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=163836 Win=262144 Len=0"
"238","5.301074","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=163836 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"239","5.301083","47.241.19.44","10.12.19.101","TCP","414","443  >  49738 [PSH, ACK] Seq=165224 Ack=852 Win=58880 Len=360 [TCP segment of a reassembled PDU]"
"240","5.301193","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=165584 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"241","5.301430","47.241.19.44","10.12.19.101","TLSv1.2","1442","Application Data [TCP segment of a reassembled PDU]"
"242","5.301609","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=168360 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"243","5.301839","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=169748 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"244","5.301845","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=171136 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"245","5.302076","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=172524 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"246","5.302250","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=173912 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"247","5.302306","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=173912 Win=262144 Len=0"
"248","5.302511","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=175300 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"249","5.302518","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=176688 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"250","5.303458","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=178076 Win=262144 Len=0"
"251","5.321894","47.241.19.44","10.12.19.101","TCP","594","443  >  49738 [PSH, ACK] Seq=178076 Ack=852 Win=58880 Len=540 [TCP segment of a reassembled PDU]"
"252","5.322141","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=178616 Win=261376 Len=0"
"253","5.491236","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=178616 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"254","5.491462","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=180004 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"255","5.491608","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=180004 Win=262144 Len=0"
"256","5.491643","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=181392 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"257","5.491922","47.241.19.44","10.12.19.101","TLSv1.2","1442","Application Data [TCP segment of a reassembled PDU]"
"258","5.491932","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=184168 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"259","5.492174","47.241.19.44","10.12.19.101","TCP","1370","443  >  49738 [PSH, ACK] Seq=185556 Ack=852 Win=58880 Len=1316 [TCP segment of a reassembled PDU]"
"260","5.492185","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=186872 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"261","5.492436","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=188260 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"262","5.492583","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=189648 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"263","5.492898","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=191036 Win=262144 Len=0"
"264","5.496819","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=191036 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"265","5.496917","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=192424 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"266","5.497100","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=192424 Win=262144 Len=0"
"267","5.497204","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=193812 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"268","5.497217","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=195200 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"269","5.497466","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=196588 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"270","5.497588","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=197976 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"271","5.498179","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=199364 Win=262144 Len=0"
"272","5.519796","47.241.19.44","10.12.19.101","TCP","1026","443  >  49738 [PSH, ACK] Seq=199364 Ack=852 Win=58880 Len=972 [TCP segment of a reassembled PDU]"
"273","5.520025","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=200336 Win=261120 Len=0"
"274","5.539705","47.241.19.44","10.12.19.101","TLSv1.2","1442","Application Data [TCP segment of a reassembled PDU]"
"275","5.539940","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=201724 Win=262144 Len=0"
"276","5.539946","47.241.19.44","10.12.19.101","TCP","114","443  >  49738 [PSH, ACK] Seq=201724 Ack=852 Win=58880 Len=60 [TCP segment of a reassembled PDU]"
"277","5.541090","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=201784 Win=261888 Len=0"
"278","5.689331","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=201784 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"279","5.689561","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=203172 Win=262144 Len=0"
"280","5.689663","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=203172 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"281","5.689813","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=204560 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"282","5.690025","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=205948 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"283","5.690099","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=207336 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"284","5.690329","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=208724 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"285","5.690337","47.241.19.44","10.12.19.101","TCP","414","443  >  49738 [PSH, ACK] Seq=210112 Ack=852 Win=58880 Len=360 [TCP segment of a reassembled PDU]"
"286","5.690450","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=210472 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"287","5.690667","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=211860 Win=262144 Len=0"
"288","5.690743","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=211860 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"289","5.690860","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=213248 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"290","5.690985","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=214636 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"291","5.691892","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=216024 Win=262144 Len=0"
"292","5.693045","47.241.19.44","10.12.19.101","TLSv1.2","1442","Application Data [TCP segment of a reassembled PDU]"
"293","5.693165","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=217412 Win=262144 Len=0"
"294","5.693407","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=217412 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"295","5.693638","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=218800 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"296","5.693737","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=220188 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"297","5.694309","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=221576 Win=262144 Len=0"
"298","5.711854","47.241.19.44","10.12.19.101","TCP","534","443  >  49738 [PSH, ACK] Seq=221576 Ack=852 Win=58880 Len=480 [TCP segment of a reassembled PDU]"
"299","5.712062","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=222056 Win=261632 Len=0"
"300","5.816896","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=222056 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"301","5.817251","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=223444 Win=262144 Len=0"
"302","5.817291","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=223444 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"303","5.817299","47.241.19.44","10.12.19.101","TCP","174","443  >  49738 [PSH, ACK] Seq=224832 Ack=852 Win=58880 Len=120 [TCP segment of a reassembled PDU]"
"304","5.818169","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=224952 Win=262144 Len=0"
"305","5.887145","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=224952 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"306","5.887372","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=226340 Win=262144 Len=0"
"307","5.887479","47.241.19.44","10.12.19.101","TCP","1418","443  >  49738 [PSH, ACK] Seq=226340 Ack=852 Win=58880 Len=1364 [TCP segment of a reassembled PDU]"
"308","5.887529","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=227704 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"309","5.887885","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=229092 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"310","5.887891","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=230480 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"311","5.888174","47.241.19.44","10.12.19.101","TLSv1.2","1442","Application Data [TCP segment of a reassembled PDU]"
"312","5.888181","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=233256 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"313","5.888453","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=234644 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"314","5.888457","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=234644 Win=262144 Len=0"
"315","5.888536","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=236032 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"316","5.888753","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=237420 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"317","5.889090","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=238808 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"318","5.889260","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=240196 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"319","5.889421","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=241584 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"320","5.889613","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=242972 Win=262144 Len=0"
"321","5.891248","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=242972 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"322","5.891437","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=244360 Win=262144 Len=0"
"323","5.909270","47.241.19.44","10.12.19.101","TCP","918","443  >  49738 [PSH, ACK] Seq=244360 Ack=852 Win=58880 Len=864 [TCP segment of a reassembled PDU]"
"324","5.909425","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=245224 Win=261120 Len=0"
"325","5.946698","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=245224 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
"326","5.946705","47.241.19.44","10.12.19.101","TCP","114","443  >  49738 [PSH, ACK] Seq=246612 Ack=852 Win=58880 Len=60 [TCP segment of a reassembled PDU]"
"327","5.946875","10.12.19.101","47.241.19.44","TCP","54","49738  >  443 [ACK] Seq=852 Ack=246672 Win=262144 Len=0"
"328","6.014930","47.241.19.44","10.12.19.101","TCP","1442","443  >  49738 [ACK] Seq=246672 Ack=852 Win=58880 Len=1388 [TCP segment of a reassembled PDU]"
